DATE,YEAR,LOCATION,OPERATOR,AIRCRAFT_TYPE,TOTAL_FATALITIES,PASSENGER_FATALITIES,CREW_FATALITIES
07/06/1967,1967,"Bacolod, Philippines",Philippine Air Lines,Fokker F-27 Friendship 100,21,17,4
07/19/1967,1967,"Near Hendersonville, North Carolina",Piedmont Airlines / Private,Boeing B-727-22 / Cessna 310,82,77,5
07/19/1967,1967,"Tananarive, Malagasy Republic",Air Madagascar,Douglas DC-4-1009,42,39,3
07/25/1967,1967,"Near Luang Prabang, Laos",Vehu Akat,Douglas DC-3,16,13,3
07/25/1967,1967,"Near Luang Prabang, Laos",Taiwan Aviation,Douglas DC-3,18,15,3
09/05/1967,1967,"Near Gander, Newfoundland, Canada",Ceskoslovenske Aerolinie,Ilyushin IL-18,37,33,4
10/08/1967,1967,"Near Huong Thuy, South Vietnam",Military - U.S. Air Force,Lockheed C130B,23,18,5
10/12/1967,1967,"Off Rhodes, Greece",British European Airways,De Havilland Comet 4B,66,59,7
10/24/1967,1967,South Vietnam,China Airlines (Taiwan),Douglas DC-3,16,13,3
11/03/1967,1967,"Near Curitiba, Brazil",Sadia,Handley Page HPR-7 Herald 214,21,16,5
11/04/1967,1967,"Fernhurst, Sussex, England",Iberia Airlines,Sud Aviation Caravelle 10R,37,30,7
11/05/1967,1967,"Hong Kong, China",Cathay Pacific Airways,Convair CV-880-22M-3,1,1,0
11/06/1967,1967,"Cincinnati, Ohio",Trans World Airlines,Boeing B-707-131,1,1,0
11/16/1967,1967,"Near Sverdlovsk, Russia",Aeroflot,Ilyushin IL-18B,107,99,8
11/20/1967,1967,"Cincinnati International Airport, Covington/Hebron, Kentucky",Trans World Airlines,Convair CV-880-22-1,70,65,5
11/30/1967,1967,"Near Qui Nhon, South Vietnam",Military - U.S. Air Force,De Havilland Canada C-7A Caribou,26,22,4
12/07/1967,1967,"Muong Soui, Laos",Lao Cathay Airlines,Douglas DC-3,10,2,8
12/08/1967,1967,"Carpich Huanuco Mt., Peru",Faucett,Douglas DC-C-54A,72,66,6
12/10/1967,1967,"Near Madison, Wisconsin",Private,Beechcraft 18H,7,6,1
12/21/1967,1967,"Denver, Colorado",Frontier Airlines,Douglas C-47A,2,0,2
12/25/1967,1967,"Chiang Mai, Thailand",Thai Airways,Douglas DC-3,4,2,2
12/30/1967,1967,"Liepaja, Latvia",Aeroflot,Antonov AN-24B,44,41,3
01/06/1968,1968,"Near Olekminsk, Russia",Aeroflot,Antonov An-24B,45,39,6
01/08/1968,1968,"Near Quang Tri, South Vietnam",Military - U.S. Marine Corps,Sikorsky CH-53A (helicopter),42,37,5
01/10/1968,1968,"Near Copper Canyon, Nevada",Military - U.S. Marine Corps,Douglas C-54P,19,12,7
01/15/1968,1968,"Zifta, Egypt",United Arab Airlines,Douglas DC-3,4,0,4
01/27/1968,1968,"Moroni, Comoro Islands",Air Comores,De Havilland DH-114 Heron 1B,15,14,1
02/07/1968,1968,"Vancouver, Canada",Canadian Pacific Air Lines,Boeing B-707-138B,1,0,1
02/07/1968,1968,"Rohtang Pass, Northern India",Military - Indian Air Force,Antonov AN-12BP,102,98,4
02/16/1968,1968,"Linkuo, Taiwan",Civil Air Transport,Boeing B-727-92C,21,18,3
02/24/1968,1968,"Ban Napa, Laos",Royal Air Lao,Douglas DC-3,37,34,3
02/29/1968,1968,"Near Bratsk, Russia",Aeroflot,Ilyushin IL-18D,83,74,9
03/05/1968,1968,"Near Khe Sanh, South Vietnam",Military - U.S. Air Force,Fairchild C-123K,49,45,4
03/06/1968,1968,"Basse-Terre, Guadeloupe, West Indies",Air France,Boeing B-707-328C,63,52,11
03/08/1968,1968,"Off Panay Island, Philippines",Air Manila,Fairchild F-27,14,10,4
03/09/1968,1968,"Near Saint Denis, Reunion",Military - French Air Force,Douglas DC6B,19,12,7
03/24/1968,1968,"Off Wexford Harbor, Ireland",Aer Lingus,Vickers Viscount 803,61,57,4
03/27/1968,1968,"St. Louis, Missouri",Ozark Air Lines / Private,McDonnell Douglas DC-9 and Cessna 150F,2,1,1
03/27/1968,1968,"Near Moscow, Russia",Military - Russian Air Force,MiG-15 UTI,2,0,2
04/08/1968,1968,"Heathrow Airport, London, England",British Overseas Airways,Boeing B-707-465,5,4,1
04/08/1968,1968,"Near Coyhaique, Chile",Ladeco,Douglas DC-3,36,33,3
04/10/1968,1968," Near Mexico City, Mexico",Aerovias Rojas,Douglas DC-3,18,14,4
04/20/1968,1968,"Near Windhoek, South-West  Africa (Namibia)",South African Airways,Boeing B-707-344C,123,111,12
04/30/1968,1968,"Near Chaklala, West Pakistan",Military - Pakistan Air Force,Lockheed Martin L-100-10,22,18,4
05/03/1968,1968,"Near Dawson, Texas",Braniff Airlines,Lockheed L188A Electra,85,80,5
05/12/1968,1968,"Kham Duc, Vietnam",Military - U.S. Air Force,Lockheed C-130B Hercules,155,149,6
05/22/1968,1968,"Paramount, California",Los Angeles Airways,Sikorsky S-61L helicopter,23,20,3
05/28/1968,1968,"Near Bombay, India",Garuda Indonesia Airlines,Convair CV-990-30A-5,29,15,14
06/12/1968,1968,"Calcutta, India",Pan American World Airways,Boeing B-707-321C,6,5,1
06/18/1968,1968,"San Sebastian, Spain",Rinaldo Piaggio,Piaggio PD-808,6,5,1
06/28/1968,1968,"Vichy, Missouri",Purdue Airlines Inc.,Douglas DC-3 (C-47-DL),1,1,0
07/03/1968,1968,"London, England",BKS Air Transport,Airspeed AS.57 Ambassador 2,6,0,6
07/08/1968,1968,"Near Dhahran, Saudi Arabia",Saudi Arabian Airlines,Convair CV-340-68B,11,8,3
07/13/1968,1968,"Near Lagos, Nigeria",Sabena,Boeing 707-329C,7,2,5
07/15/1968,1968,"Gravata, Brazil",Varig,Curtiss C-46C,3,0,3
07/18/1968,1968,Off Chili,Aerolineas Flecha Austral,Curtiss C-46D,5,0,5
08/02/1968,1968,"Near Milan, Italy",Alitalia,McDonnell Douglas DC-8,13,13,0
08/04/1968,1968,"Milwaukee, Wisconsin",North Central Airlines / Private,Convair CV-580 / Cessna 150,3,2,1
08/09/1968,1968,"Pfaffenhofen, Germany",British Eagle International Airlines,Vickers Viscount 739A,48,44,4
08/10/1968,1968,"Charleston, West Virginia",Piedmont Airlines,Fairchild-Hiller FH-227B,35,32,3
08/14/1968,1968,"Compton, California",Los Angeles Airways,Sikorsky S-61L helicopter,21,18,3
08/18/1968,1968,"Off Port Said, Egypt",United Arab Airlines,Antonov AN-24V,40,33,7
08/20/1968,1968,"Near Maturin, Venezuela",Linea Aeropostal Venezolana,Hawker Siddeley HS-748-215-2,4,2,2
08/31/1968,1968,"Near Odda, Norway",Westwing,De Havilland Canada DHC-3 Otter,5,4,1
09/03/1968,1968,"Near Burgas, Bulgaria",Bulair TABSO,Ilyushin IL-18,47,42,5
09/08/1968,1968,"Flushing, New York",Far Aviation - Air Taxi / Speeds Flying - Air Taxi,Cessna 402 / Piper PA-28,2,1,1
09/11/1968,1968,"Off Cap d'Antibes, France",Air France,Sud-Aviation Caravelle 3,95,89,6
09/28/1968,1968,"Port Harcourt, Biafra, Nigeria",Pan African Airlines,Douglas C-54B,57,55,2
10/08/1968,1968,"Puerto Cortes, Costa Rica",Aerovias del Valle,Britten-Norman BN-2 Islander,10,9,1
10/11/1968,1968,"Near Prague, Czechoslovakia",Ceskoslovenske Aerolinie,Avia 14-40,11,8,3
10/20/1968,1968,"Feijó, Brazil",Cruzeiro do Sul,Douglas C-47A-25,19,16,3
10/21/1968,1968,"Near Ban Me Thuot, South Vietnam",Military - U.S. Air Force,Douglas C-47D,23,12,11
10/25/1968,1968,"Hanover, New Hampshire",Northeast Airlines,Fairchild-Hiller FH227C,32,30,2
11/22/1968,1968,"Off San Francisco, California",Japan Air Lines,McDonnell Douglas DC-8-62,0,0,0
11/23/1968,1968,"Santa Ana, California",Cable Commuter,De Havilland Canada DHC-6 Twin Otter 200,9,7,2
11/25/1968,1968,"Savannakhet, Laos",Air America,Curtiss C-46D-20-CU,26,23,3
12/02/1968,1968,"Pedro Bay, Alaska",Wien Consolidated Airlines,Fairchild F-27B,39,36,3
12/12/1968,1968,"Near Caracas, Venezuela",Pan American World Airways,Boeing B-707-321B,51,42,9
12/24/1968,1968,"Bradford, Pennsylvania",Allegheny Airlines,Convair CV-580,20,17,3
12/24/1968,1968,"Prudhoe Bay, Alaska",Interior Airways,Lockheed L-100 Hercules,2,0,2
12/26/1968,1968,"Elmendorf Air Force Base, Alaska",Pan American World Airways,Boeing 707-321CF,3,0,3
12/26/1968,1968,"Ensenada, Mexico",Exportada De Sal S.A.,Douglas DC-3,12,10,2
12/27/1968,1968,"Chicago, Illinois",North Central Airlines,Convair CV-580,27,24,3
12/31/1968,1968,"Near Ciudad Victoria, Mexico",Servicios Aereos Especiales,Douglas DC-3,26,22,4
12/31/1968,1968,"Port Hedland, WA, Australia",MacRobertson Miller Airlines,Vickers Viscount 720,26,21,5
01/02/1969,1969,"Tyonek, Alaska",ERA Helicopter,Bell 205A,2,1,1
01/02/1969,1969,"Mt. Paku, Taiwan",China Airlines (Taiwan),Douglas DC-3D,24,19,5
01/05/1969,1969,"Gatwick Airport, Horley, Surrey,  England",Ariana Afghan Airlines,Boeing B-727-113C,48,43,5
01/06/1969,1969,"Near Bradford, Pennsylvania",Allegheny Airlines,Convair CV-580,11,9,2
01/13/1969,1969,"Off Los Angeles, California",Scandinavian Airlines (SAS),McDonnell Douglas DC-8-62,15,12,3
01/16/1969,1969,"Near Hue, Vietnam",Air America,Douglas C-47 Skytrain (DC-3),12,9,3
01/18/1969,1969,"Off Los Angeles, California",United Air Lines,Boeing B-727-22QC,38,32,6
02/18/1969,1969,"Near Lone Pine, California",Mineral County Airlines,Douglas DC-3,35,32,3
02/24/1969,1969,"Tainan, Taiwan",Far Eastern Air Transport,Handley Page Dart Herald 201,36,32,4
03/05/1969,1969,"San Juan, Puerto Rico",Prinair,De Havilland DH-114 Heron 2D,19,17,2
03/08/1969,1969,Atlantic Ocean,Continental Air Transport,Douglas DC-4,3,0,3
03/13/1969,1969,"Minchumina, Alaska",Wien Consolidated Airlines,De Havilland DHC-6,1,1,0
03/16/1969,1969,"Maracaibo, Zulia, Venezuela",Venezolana Internacional de Aviacion,McDonnell Douglas DC-9-32,84,74,10
03/20/1969,1969,"Near Aswan, Egypt",United Arab Airlines,Ilyushin IL-18D,100,93,7
03/20/1969,1969,"New Orleans, Louisiana",Avion Airways,Douglas DC-3,16,13,3
04/02/1969,1969,"Zawoja, Poland",LOT Polish Airlines,Antonov AN-24V,53,48,5
04/02/1969,1969,"Near Quang Tri, South Vietnam",Military - U.S. Army Air Forces,Boeing Vertol CH47C (helicopter),24,23,1
04/02/1969,1969,"Off New Providence Island, Bahamas",Islands of the Bahamas Inc,Curtiss C-46F,2,0,2
04/07/1969,1969,"Sept-Îles, Quebec, Canada",Air Canada,Vickers 757 Viscount,1,1,0
04/15/1969,1969,"Off Chongjin, North Korea",Military - U.S. Navy,Lockheed EC-121M,31,25,6
04/16/1969,1969,"Kinshasa, Zaire",Wigmo,Curtiss C-46,45,42,3
04/21/1969,1969,"Khulna, East Pakistan",Indian Airlines,Fokker F-27 Friendship 100,44,40,4
04/24/1969,1969,"Near Takoradi, Ghana",Ghana Airways,Douglas DC-3,1,1,0
05/06/1969,1969,"Near Chon Thanh, South Vietnam",Military - U.S. Army Air Forces,Boeing Vertol CH47A (helicopter),30,29,1
05/07/1969,1969,"Medford, New Jersey",Flying W Airways,Curtiss C-46F,2,0,2
05/23/1969,1969,"Near Lashio, Burma",Union of Burma Airways,Douglas C-47,6,4,2
05/25/1969,1969,"Reggio di Calabria, Italy",Aero Transporti Italiani,Fokker F-27 Friendship 600,1,1,0
06/04/1969,1969,"Near Salinas Victoria, Nuevo Leon, Mexico",Compania Mexicana de Aviacion,Boeing B-727-64,79,72,7
06/05/1969,1969,"Off Andreanof Islands, Alaska",Military - U.S. Air Force,Boeing RC-135E,19,0,19
06/23/1969,1969,"Near Poroslitsy, Russia",Aeroflot,Ilyushin IL-14M / Antonov An-12BP,120,110,10
06/28/1969,1969," Near Talas, Kyrgyzstan",Aeroflot,Ilyushin IL-14,40,35,5
07/06/1969,1969,"Near Monroe, Georgia",Air South,Beechcraft B-99,14,12,2
07/12/1969,1969,"Hitauda, Nepal",Royal Nepal Airlines,Douglas DC-3,35,31,4
07/15/1969,1969,"New York City, New York",New York Airways,De Havilland Canada DHC-6 Twin Otter 200,3,1,2
07/25/1969,1969,"Kekaha, Hawaii",Trans Isle Air,De Havilland DH-104 Dove,1,1,0
07/26/1969,1969,"Biskra, Algeria",Air Algerie,Sud Aviation SE-210 Caravelle 6N,33,30,3
07/26/1969,1969,"Atlantic City, New Jersey",Trans World Airlines,Boeing 707-331C,5,0,5
08/03/1969,1969,"	Preobrazhenka, Ukraine",Aeroflot,Antonov An-24B,55,51,4
08/03/1969,1969,"Uli , Nigeria",Canairelief Air,Lockheed L-1049H Super Constellation,4,0,4
08/19/1969,1969,"Near Long Tieng, Laos",Air America,Pilatus Pc-6C,13,12,1
08/25/1969,1969,"Sucre, Ecuador",TAO,Douglas C-47B,1,0,1
08/26/1969,1969,"Moscow, Russia",Aeroflot,Ilyushin IL-18,16,16,0
08/26/1969,1969," Khovu-Aksy, Russia",Aeroflot,Antonov AN-2,14,11,3
08/31/1969,1969,"Newton, Iowa",Private Charter,Cessna 172H,3,2,1
09/01/1969,1969,"Cross Bay, Russia",Aeroflot,Ilyushin IL-14P,22,17,5
09/02/1969,1969,"Near Pakse, Laos",Military - Royal Lao Air Force,Douglas C-47,35,31,4
09/08/1969,1969,"Near Medina, Colombia",SATENA,Douglas DC-3,32,29,3
09/09/1969,1969,"Near Fairland, Indiana",Allegheny Airlines / Forth Corporation,McDonnell Douglas DC-9-31/Piper Cherokee PA-28,83,79,4
09/12/1969,1969,"Near Antipolo, Philippines",Philippine Air Lines,BAC One-Eleven 402AP,45,41,4
09/14/1969,1969,"Londrina-Parana, Brazil",VASP,Douglas DC-3,20,15,5
09/17/1969,1969,"Campbell River, Canada",Pacific Western Airlines,Convair CV-640,4,2,2
09/20/1969,1969,"Near Hoi An, Vietnam",Air Vietnam (South Vietnam),Douglas DC-4 / USAF F-4E,74,69,5
09/21/1969,1969,"Mexico City, Mexico",Mexicana,Boeing B-727-64,27,22,5
09/26/1969,1969,"Near La Paz, Bolivia",Lloyd Aereo Boliviano,Douglas DC-6B,74,69,5
09/26/1969,1969,"Uli, Nigeria",Nordchurchaid,Boeing C-97,5,0,5
10/02/1969,1969,Gulf of Tonkin,Military - U.S. Navy,Grumman C-2A,26,21,5
10/13/1969,1969,"Nizhnevartovsk, Russia",Aeroflot,Antonov An-24B,24,22,2
11/09/1969,1969,"Timmins, Ontario ,Canada",Austin Airways,Douglas C-47B,2,2,0
11/13/1969,1969,"Near Anderma, Russia",Aeroflot,Antonov An-12TB,12,9,3
11/19/1969,1969,"Mt. Pilot Knob, Glens Falls, New York",Mohawk Airlines,Fairchild-Hiller FH-227B,14,11,3
11/20/1969,1969,"Near Ikeja, Nigeria",Nigeria Airways,BAC VC-10-1101,87,76,11
12/03/1969,1969,"Off Caracas, Venezuela",Air France,Boeing B-707-328B,62,41,21
12/05/1969,1969,"Nnear Albuquerque, New Mexico",Private,Lockheed 18-08 Lodestar,9,9,2
12/06/1969,1969,"Near Khantanga, Russia",Aeroflot,Antonov An-12PL,8,2,6
12/08/1969,1969,"Near Keratea, Greece",Olympic Airways,Douglas DC-6B,90,85,5
12/10/1969,1969,"Off Makhachkala , Russia",Aeroflot,Ilyushin 14P,17,12,5
12/22/1969,1969,"Nha Trang, Vietnam",Air Vietnam (South Vietnam),Douglas DC-6B,10,10,0
12/23/1969,1969,"Near Luang Prabang, Laos",Laos Air,Douglas C-47A-25-DK,6,4,2
01/05/1970,1970,"Stockholm, Sweden",Spantax,Convair CV-990-30A-5,5,5,0
01/12/1970,1970,Near Villia Greece,Military - Royal Hellenic Air Force,Douglas C-47,23,19,4
01/13/1970,1970,"Faleolo, Western Samoa",Polynesian Airlines,Douglas DC-3,32,29,3
01/14/1970,1970,"Mt. Pumacona, Peru",Faucett,Douglas DC-4,28,24,4
01/25/1970,1970,"Near Delhi, India",Royal Nepal Airlines,Fokker F-27 Friendship 200,1,0,1
01/25/1970,1970,"Near Poza Rica, Mexico",Charter -Federal Electricity Commission,Convair CV-240-2,18,14,4
01/28/1970,1970,"Near Batagai, Russia",Aeroflot,Antonov AN-24,34,28,6
01/28/1970,1970,"Cleveland, Ohio",TAG Airlines,De Havilland Dove,9,7,2
01/29/1970,1970,"Near Murmansk, Russia",Aeroflot,Tupolev TU-124,11,8,3
02/04/1970,1970,"Apuseni mountains, Romania",Tarom,Antonov AN-24V,21,17,4
02/04/1970,1970,"Near Corrientes, Argentina",Aerolineas Argentinas,Hawker Siddeley HS-748 1,37,33,4
02/06/1970,1970,"Near Samarkand, USSR",Aeroflot,Ilyushin IL-18V,92,85,7
02/10/1970,1970,"Long Island Sound, Connecticut",Pilgrim Airlines,De Havilland Canada DHC-6 Twin Otter 100,5,3,2
02/12/1970,1970,"Puerto Infrida, Colombia",Lineas Aereas La Urraca,Douglas DC-3 (C-47-DL),12,8,4
02/15/1970,1970,"Off Santo Domingo, Dominican Republic",Compania Dominicana de Aviacion,McDonnell Douglas DC-9-32,102,97,5
02/19/1970,1970,Congo,Air Congo,Douglas DC-3,17,14,3
02/21/1970,1970,"Zurich, Switzerland",Swissair,Convair CV-990-30A-6,47,38,9
03/06/1970,1970,"St. Moritz, Switzerland",Bavaria Flug,Handley Page Jetstream 1,11,9,2
03/14/1970,1970,"Belem Bay, Brazil",Paraense Transportes Aereos,Fairchild-Hiller FH-227B,38,34,4
03/16/1970,1970,"Near Da Nang, South Vietnam",Military - U.S. Navy,Lockheed EC-121P,23,0,23
03/26/1970,1970,"Colorado City, Arizona",Grand Canyon Airlines,Piper PA-32,6,5,1
04/01/1970,1970,"Novosibirsk, Russia",Aeroflot,Antonov AN-24V,45,40,5
04/01/1970,1970,"Casablanca, Morocco",Royal Air Maroc,Aerospatiale Caravelle 3,61,56,5
04/04/1970,1970,"Zaporozhye, Ukraine",Aeroflot,Ilyushin IL-14P,7,6,1
04/21/1970,1970,"Manila, Philippines",Philippine Air Lines,Hawker Siddeley HS-748-209,36,32,4
04/25/1970,1970,"Rivolto, Italy",Military - Italian Air Force,Fairchild C-119G,17,10,7
04/28/1970,1970,"Kainatu,  New Guinea",Trans Australia Airlines,De Havilland Canada DHC-6 Twin Otter 100,8,6,2
05/02/1970,1970,"Near St. Croix, US Virgin Islands",Antillean Airlines,McDonnell Douglas DC-9-33CF,23,22,1
05/04/1970,1970,"Hamilton AFB, California",Military - U.S. Air Force,Convair CV-240,13,0,13
05/06/1970,1970,"Mogadishu, Somalia",Somali Airlines,Vickers 785D Viscount,5,5,0
05/09/1970,1970,"Iligan, Philippines",Philippine Air Lines,Fokker F-27 Friendship 100,1,0,1
05/09/1970,1970,"Pellston, Michigan",Executive Jet Sales Inc.,Gates Learjet 23,6,4,2
05/15/1970,1970,"Kishiniev, Moldavia, USSR",Aeroflot,Antonov AN-10,11,0,11
05/26/1970,1970,"Near Tegucigalpa, Honduras",Aeroservicios,De Havilland DH-114 Heron 1B,6,4,2
05/30/1970,1970,"Chamblee, Georgia",Lehigh Acres Development Inc.,Martin 404,1,1,0
06/01/1970,1970,"Tripoli, Libya",Ceskoslovenske Aerolinie,Tupolev TU-104A,13,10,3
06/02/1970,1970,"Roxas, Philippines",Philippine Air Lines,Fokker F-27 Friendship 100,1,1,0
06/10/1970,1970,"Near Huaricanga, Peru",Military - LADE,Fokker F-27 Friendship 400M,5,3,2
07/03/1970,1970,"McGrath, Alakska",Reeder Flying Service,Douglas DC-3,5,4,1
07/03/1970,1970,"Near Arbucias, Gerona, Spain",Dan Air Services,De Havilland Comet 4,112,105,7
07/05/1970,1970,"Toronto, Canada",Air Canada,McDonnell Douglas DC-8-63,109,100,9
07/18/1970,1970,North Atlantic Ocean,Military - Soviet Air Force,Antonov AN-22,23,15,8
07/27/1970,1970,"Tokyo, Japan",Flying Tiger Line,McDonnell Douglas DC-8-63AF,4,0,4
08/03/1970,1970,"Near Las Vegas, Nevada",Military – U.S. Navy,Lockheed P-3A Orion,10,0,10
08/06/1970,1970,"Islamabad, Pakistan",Pakistan International Airlines,Fokker F-27 Friendship 200,30,26,4
08/09/1970,1970,"Near Cuzco, Peru",Lineas Aereas Nacionales SA (Peru),Lockheed 188A Electra,99,91,8
08/12/1970,1970,"Taipei, Taiwan",China Airlines (Taiwan),NAMC YS-11A-219,14,12,2
08/29/1970,1970,"Near Silchar, India",Indian Airlines,Fokker F-27 Friendship 400,39,34,5
08/30/1970,1970,"Haringvreter, Netherlands",Dutch Continental Airways,Britten-Norman BN-2A Islander,3,2,1
09/02/1970,1970," Lihovka, Ukraine",Aeroflot,Tupolev Tu-124,37,32,5
09/03/1970,1970,"Near Leningrad, USSR",Aeroflot,Yakovlev YAK-40,21,18,3
09/08/1970,1970,"New York, New York",Trans International Airlines,McDonnell Douglas DC-8-63CF,11,0,11
09/26/1970,1970,"Near Vagar, Faeroe Islands, Denmark",Icelandair,Fokker F-27 Friendship 300,8,7,1
09/30/1970,1970,"Near Da Nang, Vietnam",Air Vietnam (South Vietnam),Douglas DC-3-DST,4,1,3
10/02/1970,1970,"Mt. Trelease, near Silver Plume, Colorado","Charter, Golden Eagle Aviation Inc.",Martin 404,32,30,2
10/02/1970,1970,"Near Taipei, Taiwan",Military - U.S. Air Force,Lockheed C-130E,43,37,6
10/04/1970,1970,"Mahaffey, Pennsylvania",Private,Aero Commander 500-B,2,1,1
10/06/1970,1970,"Near Germiston, South Africa",National Airways,Douglas DC-3,3,2,1
10/10/1970,1970,"Fort Dix, New Jersey",Saturn Airways,Lockheed L-100-20 Hercules,3,0,3
10/28/1970,1970,"Pointe-à-Pitre, Guadeloupe",Aerocosta Colombia,Curtiss C-46D,2,0,2
11/14/1970,1970,"Near Huntington, West Virginia",Southern Airways,McDonnell Douglas DC-9-31,75,71,4
11/27/1970,1970,"Near Nha Trang, South Vietnam",Military - U.S. Air Force,Fairchild C-123K,79,73,6
11/27/1970,1970,"Anchorage, Alaska",Capitol Airlines,McDonnell Douglas DC-8-63CF,47,46,1
11/29/1970,1970,"Near Cam Ranh, South Vietnam",Military - U.S. Air Force,Fairchild C-123K,42,37,5
12/02/1970,1970,"Dhaka, Bangladesh",Cargolux,Canadair CL-44J,8,4,4
12/05/1970,1970,"Delhi, India",Jamair,Douglas DC-3,5,2,3
12/07/1970,1970,"Near Constanta, Romania",Tarom,BAC One-Eleven  424EU,19,16,3
12/28/1970,1970,"St. Thomas, Virgin Islands",Trans Caribbean Airways,Boeing B-727-2A7,2,2,0
12/31/1970,1970,"Near Shemshernagar,  Pakistan",Pakistan International Airlines,Fokker F-27 Friendship 200,7,7,0
12/31/1970,1970,"Off Algiers, Algeria",Rousseau Aviation,Nord 262E,31,28,3
12/31/1970,1970,"Leningrad, USSR",Aeroflot,Ilyushin IL-18B,93,90,3
01/02/1971,1971,"Ben Gashir, Libya",United Arab Airlines,De Havilland Comet 4C,16,8,8
01/09/1971,1971,"Edison, New Jersey",American Airlines / Private,Boeing B-707-323 / Cessna 150,2,0,2
01/18/1971,1971,"Zurich, Switzerland",Balkan Bulgarian Airlines,Ilyushin IL-18,45,38,7
01/21/1971,1971,"Near Pacae, Peru",Military - Fuerza Aerea del Peru,Curtiss-Wright C-46,35,30,5
01/21/1971,1971,"Near Privas, France",L'Armee de L'Air,Nord 262A-34,21,17,4
01/22/1971,1971,"Surgut, USSR",Aeroflot,Antonov AN-12B,14,12,2
01/23/1971,1971,"Near Sokcho, South Korea",Korean Air,Fokker F-27 Friendship 500,2,1,1
01/25/1971,1971,"Merida, Venezuela",Linea Aeropostal Venezolana,Vickers Viscount 749,13,12,1
01/31/1971,1971,"Voroshilovgrad, Russia",Aeroflot,Antonov AN-10,7,6,1
02/17/1971,1971,"Mt. Cunatineuta, Ecuador",TAM (Transportes Aereos Militares),Curtiss C-46,12,8,4
03/26/1971,1971,"Gauhati, India",Jamair,Douglas DC-3,15,11,4
03/31/1971,1971,"Ontario, California",Western Airlines,Boeing B-720-047B,5,0,5
03/31/1971,1971,"Vorochilovgrad, Ukraine",Aeroflot,Antonov An-10,65,57,8
04/15/1971,1971,"Near San Jose, Philippines",Military - Philippine Air Force,Douglas C-47A,39,35,4
04/22/1971,1971,"Manchester, New Hampshire",New England Aviaiton,Beechcraft C35,4,3,1
05/11/1971,1971,"Guatemala City, Guatemala",Aviateca,Curtiss C-46A-55-CK,5,2,3
05/23/1971,1971,"Near Rijeka, Yugoslavia",Aviogenex (Yugoslavia),Tupolev TU-134A,78,75,3
05/25/1971,1971,"Santiago, Chile",Aerolineas Flecha Austral,Curtiss C-46,4,2,2
05/28/1971,1971,"Roanoke, Virginia",Private,Aero Commander 680E,6,5,1
06/06/1971,1971,"Near Duarte, California",Hughes Airwest  / Military - US Marine Air Corps,McDonnell Douglas DC-9-31 / F4-B,50,44,6
06/07/1971,1971,"New Haven, Connecticut",Allegheny Airlines,Convair CV-580,28,26,2
06/13/1971,1971,North Pacific Ocean,Military - U.S. Air Force,Boeing - EC-135N,24,20,4
06/17/1971,1971,"Near Arica, Chile",SAVCO,Douglas DC-6,6,4,2
06/28/1971,1971,"Garberville, California",Shelter Cove Sea Park,Douglas DC-3,17,15,2
07/03/1971,1971,"Hokkaido, Japan",Toa Domestic Airline (Japan),NAMC YS-11A-227,68,64,4
07/24/1971,1971,"Near Bamako, Mali",Air Ivoire,Douglas DC-3,6,4,2
07/25/1971,1971,"Manila, Philippines",Pan American World Airways,Boeing 707-321CF,4,0,4
07/25/1971,1971,"Near Irkutsk, Russia",Aeroflot,Tupolev TU-104B,97,93,4
07/30/1971,1971,"Near Pau, France",Military - French Air Force,Nord 2501 Noratlas,37,34,3
07/30/1971,1971,"Near Morioko, Japan",All Nippon Airways /  Japanese Air Force,Boeing B-727-281 / Air Force F86F,163,155,8
07/30/1971,1971,"San Francisco, California",Pan American World Airways,Boeing B-747-121,0,0,0
08/18/1971,1971,"Near Pegnitz, West Germany",Military - U.S. Army Air Forces,Boeing Vertol CH-47A (helicopter),37,32,5
08/19/1971,1971,"Augusta, Maine",Downeast Airlines,Piper PA-31,3,2,1
08/28/1971,1971,"Off Copenhagen, Denmark",Malev Hungarian Airlines,Ilyushin IL-18D,32,23,9
09/04/1971,1971,"Near Juneau, Alaska",Alaska Airlines,Boeing B-727-193,111,104,7
09/06/1971,1971,"Near Hasloh, Germany",Pan International,BAC One-Eleven 515FB,22,21,1
09/16/1971,1971,"Presevo, Russia",Yemen Airlines,Douglas DC-3,5,3,2
09/16/1971,1971,"Kiev, Ukraine, USSR",Malev Hungarian Airlines,Tupolev TU-134A,49,41,8
09/17/1971,1971,"Rila mountain, Bulgaria",Balkan Bulgarian Airlines,Antonov An-14,9,6,2
09/28/1971,1971,"Sena Madureira, Brazil",Cruzeiro do Sul,Douglas DC-3,32,28,4
10/02/1971,1971,"Near Aarsele, West Vlaanderen, Belgium",British European Airways,Vickers Vanguard 951,63,55,8
10/10/1971,1971,"Moscow, Russia",Aeroflot,Tupolev TU-104B,25,18,7
10/16/1971,1971,"Colorado City, Arizona",Scenic Airlines,Cessna 402,10,9,1
10/17/1971,1971,"San Vicente del Caguan, Colombia",Aerolineas TAO,Douglas C-47A,19,15,4
10/21/1971,1971,"Peoria, Illinois",Chicago and Southern Airlines,Beech E18S,16,14,2
10/23/1971,1971,"Near Qui Nhon, South Vietnam",Military - Vietnamese Air Force,Douglas C-47,22,19,3
10/24/1971,1971,"Bath, Pennsylvania",Monmouth Airways,Beechcraft B99,4,2,2
